system,type,channel,id,name,short_name,serial,group,units,cal_zero_ma,cal_max_psi_a,cal_max_psi_b,cal_slope_a,cal_slope_b,cal_offset,cal_tare,cal_min_temp,cal_max_temp,tc_cal_offset,tc_type,dc_type,abort_role,bb_enabled,notes
ni_daq,LC,4,LC5,LC Spare 5,lc5,,spare,lbf,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,Spare load cell 5
ni_daq,LC,5,LC6,LC Spare 6,lc6,,spare,lbf,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,Spare load cell 6
# NI DAQ Thermocouples (4-channel NI-9211)
ni_daq,TC,0,TC1,LOX Tank Bottom,t_lox,,lox,°F,,,,,,,,-320.0,200.0,0.0,K,,,,Type K for cryogenic LOX
ni_daq,TC,1,TC2,LOX Tank Top,t_loxln,,lox,°F,,,,,,,,-320.0,200.0,0.0,K,,,,Type K for LOX ullage
ni_daq,TC,2,TC3,Dragon,t_loxinj,,lox,°F,,,,,,,,-320.0,200.0,0.0,K,,,,LOX injector temp
ni_daq,TC,3,TC4,Chamber,t_chmb,,hot,°F,,,,,,,,-100.0,2282.0,0.0,K,,,,Chamber temperature - high range
# PANDA PT Sensors (16-channel ADC via serial)
panda,PT,0,PT1,BangBang Test,bb,,test,psi,,,,,,,,,,,,,,Bang-bang controller test PT
panda,PT,1,PT2,LOX Injector Pressure,pi_lox,,lox,psi,,,,,,,,,,,,,,LOX injector pressure
panda,PT,2,PT3,Fuel Injector Pressure,pi_fuel,,fuel,psi,,,,,,,,,,,,,,Fuel injector pressure
panda,PT,3,PT4,LOX Tank Pressure,pt_lox,,lox,psi,,,,,,,,,,,,,,LOX tank pressure
panda,PT,4,PT5,Fuel Tank Pressure,pt_fuel,,fuel,psi,,,,,,,,,,,,,,Fuel tank pressure
panda,PT,5,PT6,Pneumatic Supply,pt_pneu,,pneumatic,psi,,,,,,,,,,,,,,Pneumatic supply pressure
panda,PT,6,PT7,LOX Feed Pressure,pf_lox,,lox,psi,,,,,,,,,,,,,,LOX feed line pressure
panda,PT,7,PT8,Fuel Feed Pressure,pf_fuel,,fuel,psi,,,,,,,,,,,,,,Fuel feed line pressure
panda,PT,8,PT9,LOX Vent Pressure,pv_lox,,lox,psi,,,,,,,,,,,,,,LOX vent pressure
panda,PT,9,PT10,Fuel Vent Pressure,pv_fuel,,fuel,psi,,,,,,,,,,,,,,Fuel vent pressure
panda,PT,10,PT11,Purge Pressure,p_purge,,pneumatic,psi,,,,,,,,,,,,,,Purge system pressure
panda,PT,11,PT12,Ambient Pressure,p_amb,,ambient,psi,,,,,,,,,,,,,,Ambient/atmospheric reference
panda,PT,12,PT13,PT Spare 13,pt13,,spare,psi,,,,,,,,,,,,,,Spare PT channel
panda,PT,13,PT14,PT Spare 14,pt14,,spare,psi,,,,,,,,,,,,,,Spare PT channel
panda,PT,14,PT15,PT Spare 15,pt15,,spare,psi,,,,,,,,,,,,,,Spare PT channel
panda,PT,15,PT16,PT Spare 16,pt16,,spare,psi,,,,,,,,,,,,,,Spare PT channel
# PANDA Load Cells (6-channel via serial)
panda,LC,0,LC1,Thrust Load Cell,thrust,,thrust,lbf,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,Main thrust measurement
panda,LC,1,LC2,LOX Tank Weight,wt_lox,,weight,lbf,,,500000.0,500000.0,0.0,0.0,,,,,,,,LOX propellant mass
panda,LC,2,LC3,Fuel Tank Weight,wt_fuel,,weight,lbf,,,300000.0,300000.0,0.0,0.0,,,,,,,,Fuel propellant mass
panda,LC,3,LC4,Test Stand Vertical,lc_vert,,structure,lbf,,,100000.0,100000.0,0.0,0.0,,,,,,,,Vertical force sensor
panda,LC,4,LC5,LC Spare 5,lc5,,spare,lbf,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,Spare load cell
panda,LC,5,LC6,LC Spare 6,lc6,,spare,lbf,,,1000000.0,1000000.0,0.0,0.0,,,,,,,,Spare load cell
# PANDA Thermocouples (6-channel via serial)
panda,TC,0,TC1,Chamber Temperature,tc_chamber,,hot,°C,,,,,,,,,,0.0,K,,,,Chamber wall temp
panda,TC,1,TC2,Pyro Temperature,tc_pyro,,hot,°C,,,,,,,,,,0.0,K,,,,Pyrotechnic temp
panda,TC,2,TC3,LOX Tank Top Temp,tc_lox_top,,lox,°C,,,,,,,,,,0.0,K,,,,LOX ullage temp
panda,TC,3,TC4,LOX Tank Bottom Temp,tc_lox_bot,,lox,°C,,,,,,,,,,0.0,K,,,,LOX liquid temp (cryo)
panda,TC,4,TC5,LOX Dragon Temp,tc_dragon,,lox,°C,,,,,,,,,,0.0,K,,,,Dragon injector temp
panda,TC,5,TC6,Empty/Ambient,tc_amb,,ambient,°F,,,,,,,,,,0.0,K,,,,Ambient reference
# PANDA DC/Solenoid Channels (12 channels)
panda,DC,0,DC1,PB3 LOX Vent,pb3,,,A,,,,,,,,,,,,lox,,,LOX tank vent valve
panda,DC,1,DC2,PB10 LOX Dump,pb10,,,A,,,,,,,,,,,,fuel,,,LOX dump valve
panda,DC,2,DC3,S2 Fuel Purge,s2,,,A,,,,,,,,,,,,misc,gn2_purge,,Fuel side GN2 purge
panda,DC,3,DC4,PB9 GOX Purge,pb9,,,A,,,,,,,,,,,,lox,,TRUE,GOX purge - bang-bang enabled
panda,DC,4,DC5,S1 LOX Purge,s1,,,A,,,,,,,,,,,,misc,gn2_purge,,LOX side GN2 purge
panda,DC,5,DC6,S3 Muscle Purge,s3,,,A,,,,,,,,,,,,misc,,,Pneumatic muscle purge
panda,DC,6,DC7,PB7 Fuel Vent,pb7,,,A,,,,,,,,,,,,fuel,,TRUE,Fuel vent - bang-bang enabled
panda,DC,7,DC8,PB1-5 Main Press Valves,pb1-5,,,A,,,,,,,,,,,,lox-fuel,,,Main pressurization valves
panda,DC,8,DC9,PB8 Fuel Main Run,pb8,,,A,,,,,,,,,,,,fuel,run_valve,,Fuel main run valve
panda,DC,9,DC10,PB4 LOX Main Run,pb4,,,A,,,,,,,,,,,,lox,run_valve,,LOX main run valve
panda,DC,10,DC11,S6 Fuel Slow Press,s6,,,A,,,,,,,,,,,,fuel,,,Fuel slow pressurization
panda,DC,11,DC12,S5 LOX Slow Press,s5,,,A,,,,,,,,,,,,lox,,,LOX slow pressurization
